,study ID,vaccine,dose,VE,LCL,UCL,days_since_first_dose,population_category,outcome_category,variant_sequenced,time_sup,time_inf
2362,278,Pfizer,final,32.0,16,45.0,180,general pop,severe,omicron BA.1,180,180
2363,278,Pfizer,final,42.0,31,52.0,180,general pop,symptomatic,omicron BA.1,180,180
2364,278,Pfizer,final,19.0,6,31.0,180,general pop,symptomatic,omicron BA.1,180,180
2365,278,Pfizer,final,56.0,-2,81.0,180,general pop,severe,omicron BA.2,180,180
2366,278,Pfizer,final,56.0,28,73.0,180,general pop,severe,omicron BA.2,180,180
2367,278,Pfizer,final,27.0,-11,52.0,180,general pop,symptomatic,omicron BA.2,180,180
2368,278,Pfizer,final,12.0,-10,31.0,180,general pop,symptomatic,omicron BA.2,180,180
2369,279,Pfizer,final,13.0,5.3,20.0,14,≥ 40 years,symptomatic,,14,14
2370,279,Pfizer,final,45.5,29.4,58.0,14,≥ 40 years,severe,,14,14
2371,279,Pfizer,final,82.2,60.1,92.1,14,≥ 40 years,severe,,14,14
2372,279,Pfizer,final,94.1,76.4,98.5,14,≥ 40 years,death,,14,14
2373,279,CoronaVac (Sinovac),final,-45.1,-53.6,-37.1,14,≥ 40 years,symptomatic,,14,14
2374,279,CoronaVac (Sinovac),final,-3.0,-18,10.2,14,≥ 40 years,severe,,14,14
2375,279,CoronaVac (Sinovac),final,13.6,-13.2,34.0,14,≥ 40 years,severe,,14,14
2376,279,CoronaVac (Sinovac),final,20.6,-0.5,37.3,14,≥ 40 years,death,,14,14
2377,280,Sputnik V (Gamaleya),final,91.8,86.3,95.1,33,general pop,infection,,59,7
2378,280,Sputnik V (Gamaleya),final,57.8,42.2,69.2,120,general pop,infection,,120,120
2379,280,Sputnik V (Gamaleya),final,95.2,79.1,98.9,33,general pop,severe,,59,7
2380,280,Sputnik V (Gamaleya),final,89.7,52.7,97.7,120,general pop,severe,,120,120
2381,280,Sputnik V (Gamaleya),final,97.3,94.2,98.7,7,general pop,infection,,7,7
2382,280,Sputnik V (Gamaleya),final,96.9,86.5,99.3,7,general pop,severe,,7,7
2383,281,Pfizer,final,78.7,69.9,85.0,14,general pop,symptomatic,,14,14
2384,281,Moderna,final,93.7,86.4,97.1,14,general pop,symptomatic,,14,14
2385,281,AZD1222 (AstraZeneca),final,54.5,35.7,67.8,14,general pop,symptomatic,,14,14
2386,282,Pfizer,final,85.0,81,89.0,14,general pop,severe,,14,14
2387,283,Pfizer,final,-12.0,-36,8.0,0,pregnant persons,severe,,0,0
2388,283,Pfizer,final,51.0,-47,84.0,0,pregnant persons,severe,,0,0
2389,283,Pfizer,final,83.0,-47,98.0,0,pregnant persons,severe,,0,0
2390,283,Pfizer,final,61.0,51,69.0,0,pregnant persons,severe,,0,0
2391,283,Pfizer,final,97.0,92,99.0,0,pregnant persons,severe,,0,0
2392,283,Pfizer,final,96.0,86,99.0,0,pregnant persons,severe,,0,0
2393,284,Pfizer,final,47.0,44,50.0,77,general pop,symptomatic,,140,14
2394,284,Pfizer,final,39.0,37,41.0,150,general pop,symptomatic,,150,150
2395,284,Pfizer,final,68.0,63,73.0,77,general pop,severe,,140,14
2396,284,Pfizer,final,61.0,58,63.0,150,general pop,severe,,150,150
2397,284,Pfizer,final,59.0,40,71.0,77,general pop,symptomatic,,140,14
2398,284,Pfizer,final,18.0,10,26.0,150,general pop,symptomatic,,150,150
2399,284,Pfizer,final,57.0,19,77.0,77,general pop,severe,,140,14
2400,284,Pfizer,final,24.0,12,35.0,150,general pop,severe,,150,150
2401,285,CoronaVac (Sinovac),final,-0.7,-1.6,0.2,97,general pop,infection,,180,14
2402,285,CoronaVac (Sinovac),final,3.2,2.1,4.2,180,general pop,infection,,180,180
2403,285,CoronaVac (Sinovac),final,64.5,62.6,66.3,97,general pop,severe,,180,14
2404,285,CoronaVac (Sinovac),final,61.8,60.3,63.2,180,general pop,severe,,180,180
2405,285,CoronaVac (Sinovac),final,67.8,64,71.3,97,general pop,death,,180,14
2406,285,CoronaVac (Sinovac),final,63.1,60.9,65.1,180,general pop,death,,180,180
2407,286,Pfizer,final,67.0,40,82.0,82,nursing home residents,infection,,157,7
2408,286,Moderna,final,75.0,32,91.0,82,nursing home residents,infection,,157,7
2409,286,Pfizer,final,33.0,-2,56.0,157,nursing home residents,infection,,157,157
2410,286,Moderna,final,77.0,48,91.0,157,nursing home residents,infection,,157,157
2411,287,Pfizer,final,48.8,46.9,50.8,10,5-11 years,infection,,14,7
2412,287,Pfizer,final,25.6,19.3,31.5,60,5-11 years,infection,,60,60
2413,287,Pfizer,final,70.6,65.9,74.7,10,5-11 years,infection,,14,7
2414,287,Pfizer,final,42.7,12,62.7,60,5-11 years,infection,,60,60
2415,287,Pfizer,final,87.8,72.2,94.7,10,5-11 years,severe,,14,7
2416,287,Pfizer,final,80.4,67,88.4,44,5-11 years,severe,,59,30
2417,288,Pfizer,final,92.0,78,97.0,14,20-59 years,severe,,14,14
2418,288,Pfizer,final,95.0,82,98.0,90,20-59 years,severe,,90,90
2419,288,Pfizer,final,91.0,50,98.0,152,20-59 years,severe,,152,152
2420,288,Pfizer,final,97.0,86,99.0,14,60-69 years,severe,,14,14
2421,288,Pfizer,final,97.0,87,99.0,90,60-69 years,severe,,90,90
2422,288,Pfizer,final,96.0,47,100.0,152,60-69 years,severe,,152,152
2423,288,Pfizer,final,98.0,90,100.0,90,70-79 years,severe,,90,90
2424,288,Pfizer,final,91.0,24,99.0,152,70-79 years,severe,,152,152
2425,288,Pfizer,final,86.0,70,94.0,90,≥ 80 years,severe,,90,90
2426,288,Pfizer,final,48.0,-51,82.0,152,≥ 80 years,severe,,152,152
2427,288,Janssen,final,71.0,-3,92.0,14,20-59 years,severe,,14,14
2428,288,Janssen,final,82.0,-78,98.0,14,60-69 years,severe,,14,14
2429,288,AZD1222 (AstraZeneca),final,89.0,25,98.0,14,60-69 years,severe,,14,14
2430,289,Pfizer,final,51.3,34.9,63.6,14,12-17 years,infection,,14,14
2431,289,Pfizer,final,-1.7,-20,10.0,172,12-17 years,infection,,172,172
2432,289,Pfizer,final,49.6,28.5,64.5,22,5-11 years,infection,,30,14
2433,289,Pfizer,final,-9.5,-30,35.0,120,5-11 years,infection,,120,120
2434,289,Pfizer,final,95.3,92,97.2,22,12-17 years,infection,,30,14
2435,289,Pfizer,final,70.6,18,92.0,152,12-17 years,infection,,152,152
2436,290,Pfizer,final,76.1,71.1,80.2,21,veterans,symptomatic,,21,21
2437,290,Pfizer,final,0.1,-10.9,10.1,210,veterans,symptomatic,,210,210
2438,290,Pfizer,final,81.6,75.9,85.9,21,veterans < 65 years,symptomatic,,21,21
2439,290,Pfizer,final,22.5,7.2,35.2,210,veterans < 65 years,symptomatic,,210,210
2440,290,Pfizer,final,66.3,55.7,74.4,21,veterans ≥ 65 years,symptomatic,,21,21
2441,290,Pfizer,final,-23.3,-40.5,-8.2,210,veterans ≥ 65 years,symptomatic,,210,210
2442,290,Pfizer,final,72.9,61.7,80.7,21,veterans,severe,,21,21
2443,290,Pfizer,final,19.8,2.5,34.1,210,veterans,severe,,210,210
2444,290,Pfizer,final,85.6,72.6,92.4,21,veterans < 65 years,severe,,21,21
2445,290,Pfizer,final,57.0,31.2,73.2,210,veterans < 65 years,severe,,210,210
2446,290,Pfizer,final,61.0,41.3,74.2,21,veterans ≥ 65 years,severe,,21,21
2447,290,Pfizer,final,1.7,-22,20.8,210,veterans ≥ 65 years,severe,,210,210
2448,290,Pfizer,final,74.7,54.2,86.0,21,veterans,severe,,21,21
2449,290,Pfizer,final,39.5,17.6,55.6,210,veterans,severe,,210,210
2450,290,Pfizer,final,87.6,61,96.1,21,veterans < 65 years,severe,,21,21
2451,290,Pfizer,final,66.4,7.7,87.8,210,veterans < 65 years,severe,,210,210
2452,290,Pfizer,final,67.4,32.6,84.3,21,veterans ≥ 65 years,severe,,21,21
2453,290,Pfizer,final,29.3,2.3,48.9,210,veterans ≥ 65 years,severe,,210,210
2454,290,Moderna,final,84.6,80.5,87.8,21,veterans,symptomatic,,21,21
2455,290,Moderna,final,46.6,40.8,51.9,210,veterans,symptomatic,,210,210
2456,290,Moderna,final,89.7,84.8,93.0,21,veterans < 65 years,symptomatic,,21,21
2457,290,Moderna,final,57.3,48.4,64.7,210,veterans < 65 years,symptomatic,,210,210
2458,290,Moderna,final,78.4,71.1,83.9,21,veterans ≥ 65 years,symptomatic,,21,21
2459,290,Moderna,final,36.2,27.7,43.6,210,veterans ≥ 65 years,symptomatic,,210,210
2460,290,Moderna,final,76.6,63.9,84.8,21,veterans,severe,,21,21
2461,290,Moderna,final,71.3,64,77.1,210,veterans,severe,,210,210
2462,290,Moderna,final,92.0,76.1,97.3,21,veterans < 65 years,severe,,21,21
2463,290,Moderna,final,83.1,66.8,91.4,210,veterans < 65 years,severe,,210,210
2464,290,Moderna,final,66.1,45.3,79.0,21,veterans ≥ 65 years,severe,,21,21
2465,290,Moderna,final,64.7,55.2,72.3,210,veterans ≥ 65 years,severe,,210,210
2466,290,Moderna,final,80.5,64.1,89.4,21,veterans,severe,,21,21
2467,290,Moderna,final,77.2,68.4,83.5,210,veterans,severe,,210,210
2468,290,Moderna,final,89.2,49.5,97.7,21,veterans < 65 years,severe,,21,21
2469,290,Moderna,final,84.4,59,94.1,210,veterans < 65 years,severe,,210,210
2470,290,Moderna,final,75.4,51.7,87.5,21,veterans ≥ 65 years,severe,,21,21
2471,290,Moderna,final,73.8,62.9,81.5,210,veterans ≥ 65 years,severe,,210,210
2472,290,Janssen,final,25.4,2.9,42.6,21,veterans,symptomatic,,21,21
2473,290,Janssen,final,25.5,-2.2,45.6,210,veterans,symptomatic,,210,210
2474,290,Janssen,final,55.8,20.6,75.4,21,veterans,severe,,21,21
2475,290,Janssen,final,16.9,-90.9,63.8,210,veterans,severe,,210,210
2476,290,Janssen,final,61.1,11.9,82.8,21,veterans,severe,,21,21
2477,290,Janssen,final,63.3,-15.5,88.3,210,veterans,severe,,210,210
2478,291,Pfizer,final,67.0,60,72.0,18,5-11 years,symptomatic,omicron,29,7
2479,291,Pfizer,final,35.0,21,46.0,90,5-11 years,symptomatic,omicron,90,90
2480,291,Pfizer,final,94.0,56,99.0,18,5-11 years,severe,omicron,29,7
2481,291,Pfizer,final,74.0,44,88.0,60,5-11 years,severe,omicron,60,60
2482,292,Pfizer,final,55.0,34,69.0,51,general pop,symptomatic,,89,14
2483,292,Pfizer,final,52.0,37,63.0,180,general pop,symptomatic,,180,180
2484,292,Pfizer,final,88.0,80,92.0,51,general pop,symptomatic,,89,14
2485,292,Pfizer,final,86.0,35,97.0,134,general pop,symptomatic,,179,90
2486,293,Pfizer,final,73.0,54,84.0,60,12-17 years,symptomatic,omicron,60,60
2487,293,Pfizer,final,16.0,-7,34.0,180,12-17 years,symptomatic,omicron,180,180
2488,293,Pfizer,final,72.0,52,84.0,60,12-17 years,symptomatic,omicron,60,60
2489,293,Pfizer,final,18.0,-6,36.0,180,12-17 years,symptomatic,omicron,180,180
2490,293,Pfizer,final,89.0,69,96.0,60,12-17 years,symptomatic,,60,60
2491,293,Pfizer,final,49.0,27,65.0,180,12-17 years,symptomatic,,180,180
2492,293,Pfizer,final,88.0,68,96.0,60,12-17 years,symptomatic,,60,60
2493,293,Pfizer,final,47.0,23,63.0,180,12-17 years,symptomatic,,180,180
2494,294,Pfizer,final,73.4,68.6,77.5,15,general pop,infection,,15,15
2495,294,Pfizer,final,85.4,80.1,89.3,15,general pop,severe,,15,15
2496,294,Pfizer,final,93.4,89.8,95.7,15,general pop,death,,15,15
2497,294,Moderna,final,28.1,0,48.9,15,general pop,infection,,15,15
2498,294,Moderna,final,85.2,64.6,93.8,15,general pop,severe,,15,15
2499,294,Moderna,final,96.9,76.5,99.6,15,general pop,death,,15,15
2500,294,AZD1222 (AstraZeneca),final,67.9,57.9,75.5,15,general pop,infection,,15,15
2501,294,AZD1222 (AstraZeneca),final,82.5,70.9,89.5,15,general pop,severe,,15,15
2502,294,AZD1222 (AstraZeneca),final,93.8,86.4,97.1,15,general pop,death,,15,15
2503,294,CoronaVac (Sinovac),final,74.2,68.3,79.1,15,general pop,infection,,15,15
2504,294,CoronaVac (Sinovac),final,83.3,75.3,88.7,15,general pop,severe,,15,15
2505,294,CoronaVac (Sinovac),final,92.6,87.5,95.6,15,general pop,death,,15,15
2506,294,Janssen,final,73.7,65.2,80.1,15,general pop,infection,,15,15
2507,294,Janssen,final,88.4,77.4,94.0,15,general pop,severe,,15,15
2508,294,Janssen,final,97.1,87.9,99.3,15,general pop,death,,15,15
2509,295,Pfizer,final,92.0,71,98.0,28,12-18 years,hospitalization with MIS-C,,28,28
2510,295,Pfizer,final,94.0,83,98.0,28,12-18 years,hospitalization with MIS-C,,28,28
2511,295,Pfizer,final,90.0,75,96.0,74,12-18 years,hospitalization with MIS-C,,120,28
2512,295,Pfizer,final,92.0,78,97.0,120,12-18 years,hospitalization with MIS-C,,120,120
2513,295,Pfizer,final,78.0,48,90.0,28,5-11 years,hospitalization with MIS-C,,28,28
2514,296,Pfizer,final,89.0,87,91.0,14,HCW,infection,,14,14
2515,296,Moderna,final,93.0,90,95.0,14,HCW,infection,,14,14
2516,296,Heterologous mRNA,final,92.0,86,95.0,14,HCW,infection,,14,14
2517,296,Any mRNA,final,90.0,88,92.0,14,HCW,infection,,14,14
2518,296,Any mRNA,final,99.0,90,100.0,17,HCW,infection,,20,14
2519,296,Any mRNA,final,82.0,75,87.0,196,HCW,infection,,196,196
2520,297,Pfizer,final,64.0,58,69.0,14,≥ 12 years,infection,,14,14
2521,297,Janssen,final,48.0,26,63.0,14,≥ 12 years,infection,,14,14
2522,297,Pfizer,final,49.0,26,65.0,14,LTCF residents,infection,,14,14
2523,297,Janssen,final,57.0,-211,94.0,14,LTCF residents,infection,,14,14
2524,297,Pfizer,final,52.0,26,68.0,14,LTCF employees,infection,,14,14
2525,297,Janssen,final,-68.0,-415,45.0,14,LTCF employees,infection,,14,14
2526,298,Pfizer,final,38.0,34,41.0,14,patients with chronic kidney disease,infection,,14,14
2527,298,Pfizer,final,64.0,57,69.0,14,patients with chronic kidney disease,severe,,14,14
2528,298,Pfizer,final,86.0,80,90.0,14,patients with chronic kidney disease,death,,14,14
2529,298,CoronaVac (Sinovac),final,4.0,0,8.0,14,patients with chronic kidney disease,infection,,14,14
2530,298,CoronaVac (Sinovac),final,44.0,37,91.0,14,patients with chronic kidney disease,severe,,14,14
2531,298,CoronaVac (Sinovac),final,70.0,64,75.0,14,patients with chronic kidney disease,death,,14,14
2532,299,Pfizer,final,13.0,-23,39.0,14,immunocompromised adults,infection,,14,14
2533,299,Pfizer,final,-6.0,-16,4.0,14,general pop,infection,,14,14
2534,299,Pfizer,final,67.0,51,78.0,14,general pop,severe,,14,14
2535,299,Moderna,final,57.0,29,74.0,14,immunocompromised adults,infection,,14,14
2536,299,Moderna,final,16.0,5,26.0,14,general pop,infection,,14,14
2537,299,Moderna,final,79.0,63,88.0,14,general pop,severe,,14,14
2538,299,Pfizer,final,85.0,62,94.0,14,immunocompromised adults,severe,,14,14
2539,299,Pfizer,final,68.0,53,78.0,14,general pop,severe,,14,14
2540,299,Pfizer,final,92.0,66,98.0,14,general pop,severe,,14,14
2541,300,Pfizer,final,76.6,74.3,78.6,21,12-18 years,infection,,29,14
2542,300,Pfizer,final,49.6,45.9,53.2,44,12-18 years,infection,,59,30
2543,300,Pfizer,final,83.5,81.3,85.4,21,12-18 years,infection,,29,14
2544,300,Pfizer,final,41.8,35.3,47.6,74,12-18 years,infection,,89,60
2545,300,Pfizer,final,82.8,75.1,88.1,21,12-18 years,infection,,29,14
2546,300,Pfizer,final,28.9,20.6,36.4,90,12-18 years,infection,,90,90
2547,301,Pfizer,final,73.7,54.2,84.9,14,18-50 years,severe,,14,14
2548,301,Pfizer,final,84.5,72.2,91.4,14,51-64 years,severe,,14,14
2549,301,Pfizer,final,81.9,74.4,87.2,14,≥ 65 years,severe,,14,14
2550,301,Pfizer,final,84.2,67.3,92.4,14,18-50 years,death,,14,14
2551,301,Pfizer,final,86.9,80.3,91.3,14,51-64 years,death,,14,14
2552,301,Pfizer,final,90.6,88.5,92.4,14,≥ 65 years,death,,14,14
2553,301,CoronaVac (Sinovac),final,72.6,40.1,87.5,14,18-50 years,severe,,14,14
2554,301,CoronaVac (Sinovac),final,67.8,48.7,79.7,14,51-64 years,severe,,14,14
2555,301,CoronaVac (Sinovac),final,56.7,47.4,64.4,14,≥ 65 years,severe,,14,14
2556,301,CoronaVac (Sinovac),final,83.7,57.9,93.7,14,18-50 years,death,,14,14
2557,301,CoronaVac (Sinovac),final,78.1,69.4,84.3,14,51-64 years,death,,14,14
2558,301,CoronaVac (Sinovac),final,72.5,69.9,74.9,14,≥ 65 years,death,,14,14
2559,302,Pfizer,final,64.5,63.6,65.4,59,11-17 years,symptomatic,,104,14
2560,302,Pfizer,final,25.7,-4.2,47.0,283,11-17 years,symptomatic,,286,280
2561,302,Pfizer,final,91.8,91.2,92.3,59,11-17 years,symptomatic,,104,14
2562,302,Pfizer,final,71.9,67.9,75.4,227,11-17 years,symptomatic,,279,175
2563,303,Pfizer,final,22.1,20,24.2,14,≥12 years with diabetes mellitus,infection,,14,14
2564,303,Pfizer,final,74.2,71.7,76.4,14,≥12 years with diabetes mellitus,severe,,14,14
2565,303,Pfizer,final,82.3,72.1,88.8,14,≥12 years with diabetes mellitus,severe,,14,14
2566,303,CoronaVac (Sinovac),final,-0.3,-2.7,2.1,14,≥12 years with diabetes mellitus,infection,,14,14
2567,303,CoronaVac (Sinovac),final,64.2,61.8,66.4,14,≥12 years with diabetes mellitus,severe,,14,14
2568,303,CoronaVac (Sinovac),final,58.1,45,68.1,14,≥12 years with diabetes mellitus,severe,,14,14
2569,304,Pfizer,final,27.6,-6.3,50.7,51,≥5 years,infection,,89,14
2570,304,Pfizer,final,1.1,-22.4,20.1,90,≥5 years,infection,,90,90
2571,304,Pfizer,final,31.6,-9.3,57.2,51,≥5 years,symptomatic,,89,14
2572,304,Pfizer,final,4.7,-23.5,26.6,90,≥5 years,symptomatic,,90,90
2573,304,CoronaVac (Sinovac),final,22.7,-15.2,48.2,51,≥5 years,infection,,89,14
2574,304,CoronaVac (Sinovac),final,5.4,-25.6,28.8,90,≥5 years,infection,,90,90
2575,304,CoronaVac (Sinovac),final,12.2,-40,44.9,51,≥5 years,symptomatic,,89,14
2576,304,CoronaVac (Sinovac),final,6.4,-32.1,33.7,90,≥5 years,symptomatic,,90,90
2577,305,Pfizer,final,53.0,51,55.0,24,5-11 years,infection,,34,14
2578,305,Pfizer,final,23.0,20,26.0,70,5-11 years,infection,,70,70
2579,305,Pfizer,final,59.0,55,62.0,24,12-17 years,infection,,34,14
2580,305,Pfizer,final,8.0,5,11.0,70,12-17 years,infection,,70,70
2581,305,Moderna,final,55.0,49,61.0,24,12-17 years,infection,,34,14
2582,305,Moderna,final,20.0,15,24.0,70,12-17 years,infection,,70,70
2583,305,Pfizer,final,88.0,85,91.0,24,12-17 years,infection,,34,14
2584,305,Pfizer,final,82.0,74,88.0,70,12-17 years,infection,,70,70
2585,305,Moderna,final,90.0,68,97.0,24,12-17 years,infection,,34,14
2586,305,Moderna,final,96.0,86,99.0,52,12-17 years,infection,,69,35
2587,306,Pfizer,final,58.9,40.7,71.9,20,general pop,infection,,27,14
2588,306,Pfizer,final,31.3,10.8,47.2,104,general pop,infection,,111,98
2589,306,Pfizer,final,92.5,72.3,98.8,14,general pop,severe,,14,14
2590,306,Pfizer,final,96.5,82.3,99.8,14,general pop,death,,14,14
2591,306,Pfizer,final,87.9,86.3,89.4,14,general pop,infection,,14,14
2592,306,Pfizer,final,97.5,81.2,99.6,14,general pop,severe,,14,14
2593,306,Pfizer,final,99.3,96.3,100.0,14,general pop,death,,14,14
2594,307,Pfizer,final,84.4,75.5,90.0,51,general pop,infection,,89,14
2595,307,Pfizer,final,96.5,75.1,99.5,119,general pop,infection,,149,90
2596,307,Pfizer,final,86.6,75.5,92.7,51,general pop,symptomatic,,89,14
2597,307,Pfizer,final,93.8,55,99.1,119,general pop,symptomatic,,149,90
2598,307,Pfizer,final,85.5,65.5,93.9,51,general pop,severe,,89,14
2599,307,Pfizer,final,82.2,-34.5,97.7,119,general pop,severe,,149,90
2600,307,Pfizer,final,68.9,58,77.1,51,general pop,infection,,89,14
2601,307,Pfizer,final,37.1,24,48.1,150,general pop,infection,,150,150
2602,307,Pfizer,final,74.8,62.9,82.9,51,general pop,symptomatic,,89,14
2603,307,Pfizer,final,48.4,32.8,60.4,150,general pop,symptomatic,,150,150
2604,307,Pfizer,final,85.4,60.2,94.6,51,general pop,severe,,89,14
2605,307,Pfizer,final,66.2,42.5,80.1,150,general pop,severe,,150,150
2606,308,Pfizer,final,74.2,71.8,76.3,22,general pop,infection,,29,15
2607,308,Pfizer,final,57.0,43.6,57.2,90,general pop,infection,,90,90
2608,308,AZD1222 (AstraZeneca),final,61.4,59.6,63.2,22,general pop,infection,,29,15
2609,308,AZD1222 (AstraZeneca),final,25.8,19.1,31.9,90,general pop,infection,,90,90
2610,308,CoronaVac (Sinovac),final,27.9,0.3,47.9,22,general pop,infection,,29,15
2611,308,CoronaVac (Sinovac),final,49.8,47.8,51.6,90,general pop,infection,,90,90
2612,308,Pfizer,final,79.9,74,84.5,22,general pop,infection,,29,15
2613,308,Pfizer,final,77.4,68.2,84.0,90,general pop,infection,,90,90
2614,308,CoronaVac (Sinovac) & AZD1222 (AstraZeneca) - heterologous,final,57.8,56.3,59.2,22,general pop,infection,,29,15
2615,308,CoronaVac (Sinovac) & AZD1222 (AstraZeneca) - heterologous,final,36.6,33.6,39.4,90,general pop,infection,,90,90
2616,308,Pfizer,final,74.7,62.8,82.8,22,general pop,infection,,29,15
2617,308,Pfizer,final,84.6,64.9,89.3,90,general pop,infection,,90,90
2618,309,Pfizer,final,80.3,68.9,87.5,14,general pop,severe,,14,14
2619,309,AZD1222 (AstraZeneca),final,72.4,32.8,88.6,14,general pop,severe,,14,14
2620,309,CoronaVac (Sinovac),final,54.5,45.2,62.3,14,general pop,severe,,14,14
2621,310,Pfizer,final,91.9,72.2,97.6,14,general pop,severe,,14,14
2622,310,Moderna,final,76.1,-127.4,97.5,14,general pop,severe,,14,14
2623,310,AZD1222 (AstraZeneca),final,83.0,66.3,91.5,14,general pop,severe,,14,14
2624,310,Sputnik V (Gamaleya),final,83.2,48.9,94.5,14,general pop,severe,,14,14
2625,310,Hayat vax,final,31.8,-41.2,67.1,14,general pop,severe,,14,14
2626,310,Covaxin,final,25.8,-37.1,59.9,14,general pop,severe,,14,14
2627,310,Pfizer,final,49.5,9.9,71.7,14,general pop,severe,,14,14
2628,310,Pfizer,final,78.0,-97,97.5,51,general pop,severe,,89,14
2629,310,Moderna,final,42.1,-105.4,83.7,14,general pop,severe,,14,14
2630,310,AZD1222 (AstraZeneca),final,10.1,-31,38.3,14,general pop,severe,,14,14
2631,310,Sputnik V (Gamaleya),final,25.7,-29.9,57.5,14,general pop,severe,,14,14
2632,310,Sputnik V (Gamaleya),final,64.4,-44.6,92.2,51,general pop,severe,,89,14
2633,310,Hayat vax,final,40.4,-5.1,66.2,14,general pop,severe,,14,14
2634,310,Covaxin,final,13.0,-45.8,48.0,14,general pop,severe,,14,14
2635,311,Pfizer,final,77.0,76,77.0,14,50-59 years,infection,,14,14
2636,311,Pfizer,final,77.0,76,78.0,14,50-59 years,symptomatic,,14,14
2637,311,Pfizer,final,97.0,97,98.0,14,50-59 years,severe,,14,14
2638,311,Pfizer,final,97.0,93,99.0,14,50-59 years,death,,14,14
