Study ID,first author,study design,publication date,primary series vaccine,booster vaccine,historyofCOVID ,reference group,timing_of_dose_days,outcome_detail,outcome_category,country,population_detail,population_category,VE,LCL,UCL,variant_sequenced,variant_context,max duration follow-up,notes,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,Any mRNA - heterologous,Any mRNA - heterologous,included,unvaccinated individuals,120+,ED or UC encounters,symptomatic,USA,≥ 18 years,general pop,38.0,29.0,46.0,,omicron BA.4 or BA.5,~45 weeks,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,Any mRNA - heterologous,Any mRNA - heterologous,included,unvaccinated individuals,120+,hospitalization,severe,USA,≥ 18 years,general pop,23.0,-2.0,42.0,,omicron BA.4 or BA.5,~45 weeks,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,BNT162b2 (Pfizer) (3 doses),Pfizer,included,unvaccinated individuals,7-59,ED or UC encounters,symptomatic,USA,≥ 50 years,≥ 50 years,60.0,50.0,68.0,,omicron BA.4 or BA.5,,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,BNT162b2 (Pfizer) (3 doses),Pfizer,included,unvaccinated individuals,60+,ED or UC encounters,symptomatic,USA,≥ 50 years,≥ 50 years,46.0,36.0,54.0,,omicron BA.4 or BA.5,~18.5 weeks,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,BNT162b2 (Pfizer) (3 doses),Pfizer,included,unvaccinated individuals,7-59,hospitalization,severe,USA,≥ 50 years,≥ 50 years,44.0,18.0,62.0,,omicron BA.4 or BA.5,,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,BNT162b2 (Pfizer) (3 doses),Pfizer,included,unvaccinated individuals,60+,hospitalization,severe,USA,≥ 50 years,≥ 50 years,53.0,37.0,66.0,,omicron BA.4 or BA.5,~18.5 weeks,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7-59,ED or UC encounters,symptomatic,USA,≥ 50 years,≥ 50 years,67.0,56.0,76.0,,omicron BA.4 or BA.5,,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,60+,ED or UC encounters,symptomatic,USA,≥ 50 years,≥ 50 years,49.0,38.0,58.0,,omicron BA.4 or BA.5,~18.5 weeks,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7-59,hospitalization,severe,USA,≥ 50 years,≥ 50 years,73.0,55.0,84.0,,omicron BA.4 or BA.5,,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,60+,hospitalization,severe,USA,≥ 50 years,≥ 50 years,56.0,34.0,71.0,,omicron BA.4 or BA.5,~18.5 weeks,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,Any mRNA - heterologous (3 doses),Any mRNA - heterologous (4th dose),included,unvaccinated individuals,7-59,ED or UC encounters,symptomatic,USA,≥ 50 years,≥ 50 years,52.0,32.0,66.0,,omicron BA.4 or BA.5,,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,Any mRNA - heterologous (3 doses),Any mRNA - heterologous (4th dose),included,unvaccinated individuals,60+,ED or UC encounters,symptomatic,USA,≥ 50 years,≥ 50 years,45.0,28.0,59.0,,omicron BA.4 or BA.5,~18.5 weeks,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,Any mRNA - heterologous (3 doses),Any mRNA - heterologous (4th dose),included,unvaccinated individuals,7-59,hospitalization,severe,USA,≥ 50 years,≥ 50 years,65.0,36.0,80.0,,omicron BA.4 or BA.5,,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,Any mRNA - heterologous (3 doses),Any mRNA - heterologous (4th dose),included,unvaccinated individuals,60+,hospitalization,severe,USA,≥ 50 years,≥ 50 years,52.0,22.0,71.0,,omicron BA.4 or BA.5,~18.5 weeks,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,complete vaccination at least 150 days prior,7-119,ED or UC encounters,symptomatic,USA,≥ 18 years,general pop,46.0,39.0,58.0,,omicron BA.4 or BA.5,,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,complete vaccination at least 150 days prior,7-119,hospitalization,severe,USA,≥ 18 years,general pop,57.0,35.0,72.0,,omicron BA.4 or BA.5,,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,BNT162b2 (Pfizer) (3 doses),Pfizer,included,receipt of 3 doses at least 150 days prior,7-119,ED or UC encounters,symptomatic,USA,≥ 65 years,≥ 65 years,35.0,28.0,41.0,,omicron BA.4 or BA.5,,,,,,
134,Link-Gelles,Test-negative case-control,05Oct2022,BNT162b2 (Pfizer) (3 doses),Pfizer,included,receipt of 3 doses at least 150 days prior,7-119,hospitalization,severe,USA,≥ 65 years,≥ 65 years,37.0,25.0,46.0,,omicron BA.4 or BA.5,,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,receipt of 3 doses at least 84 days prior,<84,infection,infection,Canada,"LTCF residents, ≥60 years",LTCF residents,23.0,17.0,29.0,,omicron BA.1/BA.2/BA.4/BA.5,,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,receipt of 3 doses at least 84 days prior,168+,infection,infection,Canada,"LTCF residents, ≥60 years",LTCF residents,-24.0,-41.0,-9.0,,omicron BA.1/BA.2/BA.4/BA.5,~29 weeks,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,receipt of 3 doses at least 84 days prior,<84,symptomatic disease,symptomatic,Canada,"LTCF residents, ≥60 years",LTCF residents,36.0,26.0,44.0,,omicron BA.1/BA.2/BA.4/BA.5,,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,receipt of 3 doses at least 84 days prior,168+,symptomatic disease,symptomatic,Canada,"LTCF residents, ≥60 years",LTCF residents,-15.0,-49.0,11.0,,omicron BA.1/BA.2/BA.4/BA.5,~29 weeks,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,receipt of 3 doses at least 84 days prior,<84,severe disease,severe,Canada,"LTCF residents, ≥60 years",LTCF residents,37.0,24.0,48.0,,omicron BA.1/BA.2/BA.4/BA.5,,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,receipt of 3 doses at least 84 days prior,168+,severe disease,severe,Canada,"LTCF residents, ≥60 years",LTCF residents,6.0,-29.0,32.0,,omicron BA.1/BA.2/BA.4/BA.5,~29 weeks,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,unvaccinated individuals,<84,infection,infection,Canada,"LTCF residents, ≥60 years",LTCF residents,49.0,44.0,54.0,,omicron BA.1/BA.2/BA.4/BA.5,,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,unvaccinated individuals,168+,infection,infection,Canada,"LTCF residents, ≥60 years",LTCF residents,18.0,5.0,28.0,,omicron BA.1/BA.2/BA.4/BA.5,~29 weeks,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,unvaccinated individuals,<84,symptomatic disease,symptomatic,Canada,"LTCF residents, ≥60 years",LTCF residents,69.0,61.0,75.0,,omicron BA.1/BA.2/BA.4/BA.5,,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,unvaccinated individuals,168+,symptomatic disease,symptomatic,Canada,"LTCF residents, ≥60 years",LTCF residents,44.0,24.0,59.0,,omicron BA.1/BA.2/BA.4/BA.5,~29 weeks,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,unvaccinated individuals,<84,severe disease,severe,Canada,"LTCF residents, ≥60 years",LTCF residents,82.0,77.0,86.0,,omicron BA.1/BA.2/BA.4/BA.5,,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,unvaccinated individuals,168+,severe disease,severe,Canada,"LTCF residents, ≥60 years",LTCF residents,74.0,62.0,82.0,,omicron BA.1/BA.2/BA.4/BA.5,~29 weeks,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,unvaccinated individuals,<84,infection,infection,Canada,"LTCF residents, ≥60 years",LTCF residents,38.0,32.0,43.0,,omicron BA.1/BA.2/BA.4/BA.5,,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,unvaccinated individuals,84+,infection,infection,Canada,"LTCF residents, ≥60 years",LTCF residents,34.0,28.0,39.0,,omicron BA.1/BA.2/BA.4/BA.5,~42 weeks,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,unvaccinated individuals,<84,symptomatic disease,symptomatic,Canada,"LTCF residents, ≥60 years",LTCF residents,59.0,48.0,68.0,,omicron BA.1/BA.2/BA.4/BA.5,,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,unvaccinated individuals,84+,symptomatic disease,symptomatic,Canada,"LTCF residents, ≥60 years",LTCF residents,51.0,42.0,60.0,,omicron BA.1/BA.2/BA.4/BA.5,~42 weeks,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,unvaccinated individuals,<84,severe disease,severe,Canada,"LTCF residents, ≥60 years",LTCF residents,77.0,68.0,83.0,,omicron BA.1/BA.2/BA.4/BA.5,,,,,,
135,Grewal,Test-negative case-control,03Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,unvaccinated individuals,84+,severe disease,severe,Canada,"LTCF residents, ≥60 years",LTCF residents,72.0,64.0,78.0,,omicron BA.1/BA.2/BA.4/BA.5,~42 weeks,,,,,
136,Lin,Retrospective cohort,26Sep20222,BNT162b2 (Pfizer),Pfizer,included,complete vaccination at least 120 days prior,1 month,infection,infection,USA,≥ 5 years,≥ 5 years,51.6,48.9,54.1,,omicron,~ 2 weeks,"Persons vaccinated between January 1 and June 3, 2022. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,BNT162b2 (Pfizer),Pfizer,included,complete vaccination at least 120 days prior,3 months,infection,infection,USA,≥ 5 years,≥ 5 years,16.5,14.1,18.8,,omicron,~10 weeks,"Persons vaccinated between January 1 and June 3, 2022. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,BNT162b2 (Pfizer),Moderna,included,complete vaccination at least 120 days prior,1 month,infection,infection,USA,≥ 5 years,≥ 5 years,60.4,51.7,67.5,,omicron,~ 2 weeks,"Persons vaccinated between January 1 and June 3, 2022. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,BNT162b2 (Pfizer),Moderna,included,complete vaccination at least 120 days prior,4 months,infection,infection,USA,≥ 5 years,≥ 5 years,21.8,11.2,31.2,,omicron,~14 weeks,"Persons vaccinated between January 1 and June 3, 2022. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,mRNA-1273 (Moderna),Pfizer,included,complete vaccination at least 120 days prior,1 month,infection,infection,USA,≥ 5 years,≥ 5 years,61.3,55.9,66.1,,omicron,~ 2 weeks,"Persons vaccinated between January 1 and June 3, 2022. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,mRNA-1273 (Moderna),Pfizer,included,complete vaccination at least 120 days prior,4 months,infection,infection,USA,≥ 5 years,≥ 5 years,16.4,2.1,28.6,,omicron,~14 weeks,"Persons vaccinated between January 1 and June 3, 2022. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,mRNA-1273 (Moderna),Moderna,included,complete vaccination at least 120 days prior,1 month,infection,infection,USA,≥ 5 years,≥ 5 years,55.3,51.7,58.6,,omicron,~ 2 weeks,"Persons vaccinated between January 1 and June 3, 2022. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,mRNA-1273 (Moderna),Moderna,included,complete vaccination at least 120 days prior,3 months,infection,infection,USA,≥ 5 years,≥ 5 years,22.3,19.0,25.4,,omicron,~10 weeks,"Persons vaccinated between January 1 and June 3, 2022. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,Ad26.COV2.S (Janssen),Pfizer,included,complete vaccination at least 120 days prior,1 month,infection,infection,USA,≥ 5 years,≥ 5 years,38.2,29.8,45.5,,omicron,~ 2 weeks,"Persons vaccinated after Dec 15, 2022. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,Ad26.COV2.S (Janssen),Pfizer,included,complete vaccination at least 120 days prior,2 months,infection,infection,USA,≥ 5 years,≥ 5 years,20.7,13.0,27.8,,omicron,~14 weeks,"Persons vaccinated after Dec 15, 2022. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,Ad26.COV2.S (Janssen),Moderna,included,complete vaccination at least 120 days prior,1 month,infection,infection,USA,≥ 5 years,≥ 5 years,46.4,39.1,52.9,,omicron,~ 2 weeks,"Persons vaccinated after Dec 15, 2022. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,Ad26.COV2.S (Janssen),Moderna,included,complete vaccination at least 120 days prior,2 months,infection,infection,USA,≥ 5 years,≥ 5 years,4.8,0.0,12.4,,omicron,~14 weeks,"Persons vaccinated after Dec 15, 2022. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,BNT162b2 (Pfizer),Pfizer,included,complete vaccination at least 120 days prior,1 month,infection,infection,USA,≥ 5 years,≥ 5 years,60.1,64.3,70.4,,delta,~ 2 weeks,"Persons vaccinated before September 22, 2021. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,BNT162b2 (Pfizer),Pfizer,included,complete vaccination at least 120 days prior,2 months,infection,infection,USA,≥ 5 years,≥ 5 years,53.1,50.2,55.9,,delta,~6 weeks,"Persons vaccinated before September 22, 2021. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,BNT162b2 (Pfizer),Moderna,included,complete vaccination at least 120 days prior,1 month,infection,infection,USA,≥ 5 years,≥ 5 years,68.2,62.4,73.1,,delta,~ 2 weeks,"Persons vaccinated before September 22, 2021. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,BNT162b2 (Pfizer),Moderna,included,complete vaccination at least 120 days prior,2 months,infection,infection,USA,≥ 5 years,≥ 5 years,64.1,60.8,67.2,,delta,~6 weeks,"Persons vaccinated before September 22, 2021. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,mRNA-1273 (Moderna),Pfizer,included,complete vaccination at least 120 days prior,1 month,infection,infection,USA,≥ 5 years,≥ 5 years,66.8,64.1,69.3,,delta,~ 2 weeks,"Persons vaccinated before September 22, 2021. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,mRNA-1273 (Moderna),Pfizer,included,complete vaccination at least 120 days prior,2 months,infection,infection,USA,≥ 5 years,≥ 5 years,58.3,55.8,60.7,,delta,~6 weeks,"Persons vaccinated before September 22, 2021. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,mRNA-1273 (Moderna),Moderna,included,complete vaccination at least 120 days prior,1 month,infection,infection,USA,≥ 5 years,≥ 5 years,61.6,57.4,65.5,,delta,~ 2 weeks,"Persons vaccinated before September 22, 2021. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
136,Lin,Retrospective cohort,26Sep20222,mRNA-1273 (Moderna),Moderna,included,complete vaccination at least 120 days prior,2 months,infection,infection,USA,≥ 5 years,≥ 5 years,52.8,48.7,56.6,,delta,~6 weeks,"Persons vaccinated before September 22, 2021. The study includes additional VE estimates for individuals vaccinated during different time periods",,,,
137,McConeghy,Target trial emulation,30Sep2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,receipt of 3 doses at least 120 days prior,0-60,infection,infection,USA,nursing home residents,nursing home residents,25.8,1.2,44.3,,delta,~6.5 weeks,,,,,
137,McConeghy,Target trial emulation,30Sep2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,receipt of 3 doses at least 120 days prior,0-60,hospitalization,severe,USA,nursing home residents,nursing home residents,60.1,-18.8,91.5,,delta,~6.5 weeks,,,,,
137,McConeghy,Target trial emulation,30Sep2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,receipt of 3 doses at least 120 days prior,0-60,death,death,USA,nursing home residents,nursing home residents,89.6,45.0,100.0,,delta,~6.5 weeks,,,,,
137,McConeghy,Target trial emulation,30Sep2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,receipt of 3 doses at least 120 days prior,0-60,hospitalization or death,severe,USA,nursing home residents,nursing home residents,73.9,36.1,92.2,,delta,~6.5 weeks,,,,,
138,Tseng,Test-negative case-control,12Jan2023,mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,14-30,infection,infection,USA,≥ 18 years,general pop,85.8,82.7,88.3,omicron BA.1,omicron BA.1,~39 weeks,,,,,
138,Tseng,Test-negative case-control,12Jan2023,mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,>150,infection,infection,USA,≥ 18 years,general pop,54.9,35.6,68.4,omicron BA.1,omicron BA.1,~39 weeks,,,,,
138,Tseng,Test-negative case-control,12Jan2023,mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses,14-30,infection,infection,USA,≥ 18 years,general pop,81.0,77.0,54.4,omicron BA.1,omicron BA.1,~39 weeks,,,,,
138,Tseng,Test-negative case-control,12Jan2023,mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses,>150,infection,infection,USA,≥ 18 years,general pop,50.0,28.4,65.1,omicron BA.1,omicron BA.1,~39 weeks,,,,,
138,Tseng,Test-negative case-control,12Jan2023,mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,14+,hospitalization,severe,USA,≥ 18 years,general pop,97.5,96.3,98.3,omicron BA.1,omicron BA.1,~39 weeks,,,,,
138,Tseng,Test-negative case-control,12Jan2023,mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses,14+,hospitalization,severe,USA,≥ 18 years,general pop,88.8,83.3,92.5,omicron BA.1,omicron BA.1,~39 weeks,,,,,
138,Tseng,Test-negative case-control,12Jan2023,mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,14-30,infection,infection,USA,≥ 18 years,general pop,61.0,27.6,79.0,omicron BA.2,omicron BA.2,~39 weeks,,,,,
138,Tseng,Test-negative case-control,12Jan2023,mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,>150,infection,infection,USA,≥ 18 years,general pop,-24.9,-32.3,-16.7,omicron BA.2,omicron BA.2,~39 weeks,,,,,
138,Tseng,Test-negative case-control,12Jan2023,mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses,14-30,infection,infection,USA,≥ 18 years,general pop,63.6,32.3,80.4,omicron BA.2,omicron BA.2,~39 weeks,,,,,
138,Tseng,Test-negative case-control,12Jan2023,mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses,>150,infection,infection,USA,≥ 18 years,general pop,-13.6,-23.4,-2.5,omicron BA.2,omicron BA.2,~39 weeks,,,,,
