study ID,first author,vaccine,dose_number,dose,days_since_first_dose,outcome_detail,outcome_category,country,population_detail,population_category,VE,LCL,UCL,variant_sequenced,variant_context,max duration follow-up,dose interval,notes,
253,Martellucci,Pfizer,2,final,14+,death,death,Italy,≥ 18 years,general pop,92,90,94,,"alpha, delta, & omicron",~53 weeks,,,
253,Martellucci,Moderna,2,final,14+,infection,infection,Italy,≥ 18 years,general pop,32,31,34,,"alpha, delta, & omicron",~53 weeks,,,
253,Martellucci,Moderna,2,final,14+,hospitalization,severe,Italy,≥ 18 years,general pop,90,86,93,,"alpha, delta, & omicron",~53 weeks,,,
253,Martellucci,Moderna,2,final,14+,death,death,Italy,≥ 18 years,general pop,96,92,98,,"alpha, delta, & omicron",~53 weeks,,,
253,Martellucci,AZD1222 (AstraZeneca),2,final,14+,infection,infection,Italy,≥ 18 years,general pop,4,1,6,,"alpha, delta, & omicron",~53 weeks,,,
253,Martellucci,AZD1222 (AstraZeneca),2,final,14+,hospitalization,severe,Italy,≥ 18 years,general pop,93,92,95,,"alpha, delta, & omicron",~53 weeks,,,
253,Martellucci,AZD1222 (AstraZeneca),2,final,14+,death,death,Italy,≥ 18 years,general pop,98,96,99,,"alpha, delta, & omicron",~53 weeks,,,
253,Martellucci,Janssen,1,final,14+,infection,infection,Italy,≥ 18 years,general pop,12,7,17,,"alpha, delta, & omicron",~53 weeks,,,
253,Martellucci,Janssen,1,final,14+,hospitalization,severe,Italy,≥ 18 years,general pop,87,73,94,,"alpha, delta, & omicron",~53 weeks,,,
254,Braeye,Pfizer,2,final,7-57,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,72,70,74,,alpha,~28.5 weeks,,,
254,Braeye,Moderna,2,final,14-64,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,82,79,84,,alpha,~28.5 weeks,,,
254,Braeye,Janssen,1,final,21-71,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,38,34,44,,alpha,~28.5 weeks,,,
254,Braeye,AZD1222 (AstraZeneca),2,final,14-64,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,56,51,59,,alpha,~28.5 weeks,,,
254,Braeye,Pfizer,2,final,7-57,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,64,63,66,,delta,~28.5 weeks,,,
254,Braeye,Pfizer,2,final,157-207,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,44,43,44,,delta,~28.5 weeks,,,
254,Braeye,Moderna,2,final,14-64,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,75,71,77,,delta,~28.5 weeks,,,
254,Braeye,Moderna,2,final,164-214,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,56,55,58,,delta,~28.5 weeks,,,
254,Braeye,Janssen,1,final,21-71,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,33,28,38,,delta,~28.5 weeks,,,
254,Braeye,Janssen,1,final,171-221,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,22,19,25,,delta,~28.5 weeks,,,
254,Braeye,AZD1222 (AstraZeneca),2,final,14-64,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,49,45,52,,delta,~28.5 weeks,,,
254,Braeye,AZD1222 (AstraZeneca),2,final,164-214,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,35,33,37,,delta,~28.5 weeks,,,
254,Braeye,Pfizer,2,final,7-57,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,87,84,88,,delta,~28.5 weeks,,,
254,Braeye,Pfizer,2,final,157-207,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,82,81,83,,delta,~28.5 weeks,,,
254,Braeye,Moderna,2,final,14-64,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,87,83,92,,delta,~28.5 weeks,,,
254,Braeye,Moderna,2,final,164-214,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,85,80,89,,delta,~28.5 weeks,,,
254,Braeye,Janssen,1,final,21-71,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,88,85,91,,delta,~28.5 weeks,,,
254,Braeye,Janssen,1,final,171-221,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,87,84,89,,delta,~28.5 weeks,,,
254,Braeye,AZD1222 (AstraZeneca),2,final,14-64,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,88,84,94,,delta,~28.5 weeks,,,
254,Braeye,AZD1222 (AstraZeneca),2,final,164-214,infection,infection,Belgium,contacts of index cases among women aged 45-64,contacts of index cases among women aged 45-64,83,81,85,,delta,~28.5 weeks,,,
255,Lan,Pfizer,2,final,14+,infection,infection,USA,HCW,HCW,82.3,75.1,87.4,,"non-VOC, alpha, & delta",~36 weeks,,,
255,Lan,Pfizer,2,final,14+,infection,infection,USA,HCW,HCW,76.5,40.9,90.6,,"non-VOC, alpha, & delta",~36 weeks,,,
256,Tenforde,Pfizer,2,final,14-179,hospitalization,severe,USA,hospitalized adults,hospitalized adults,88,86,90,,alpha & delta,~23.5 weeks,,,
256,Tenforde,Pfizer,2,final,180+,hospitalization,severe,USA,hospitalized adults,hospitalized adults,79,74,83,,alpha & delta,~47 weeks,,,
256,Tenforde,Moderna,2,final,14-179,hospitalization,severe,USA,hospitalized adults,hospitalized adults,93,91,94,,alpha & delta,~23.5 weeks,,,
256,Tenforde,Moderna,2,final,180+,hospitalization,severe,USA,hospitalized adults,hospitalized adults,87,83,90,,alpha & delta,~47 weeks,,,
256,Tenforde,Pfizer,2,final,14-179,hospitalization,severe,USA,immunocompetent adults,general pop,90,88,91,,alpha & delta,~23.5 weeks,,,
256,Tenforde,Pfizer,2,final,180+,hospitalization,severe,USA,immunocompetent adults,general pop,82,79,85,,alpha & delta,~47 weeks,,,
256,Tenforde,Pfizer,2,final,14+,hospitalization,severe,USA,hospitalized immunocompromised adults,immunocompromised adults,63,55,69,,alpha & delta,~47 weeks,,,
256,Tenforde,Pfizer,2,final,14-179,hospitalization,severe,USA,hospitalized immunocompromised adults,immunocompromised adults,65,57,72,,alpha & delta,~23.5 weeks,,,
256,Tenforde,Pfizer,2,final,180+,hospitalization,severe,USA,hospitalized immunocompromised adults,immunocompromised adults,53,38,65,,alpha & delta,~47 weeks,,,
256,Tenforde,Pfizer,2,final,14-179,hospitalization,severe,USA,hospitalized adults,hospitalized adults,90,88,91,,delta,~23.5 weeks,,,
256,Tenforde,Pfizer,2,final,180+,hospitalization,severe,USA,hospitalized adults,hospitalized adults,83,80,86,,delta,~47 weeks,,,
257,Fano,Pfizer,2,final,40-44,infection,infection,Italy,≥ 12 years,general pop,70.9,69.3,72.4,,alpha & delta,~48 weeks,,,
257,Fano,Pfizer,2,final,200+,infection,infection,Italy,≥ 12 years,general pop,22.7,18.5,26.8,,alpha & delta,~48 weeks,,,
257,Fano,AZD1222 (AstraZeneca),2,final,40-44,infection,infection,Italy,≥ 12 years,general pop,76.3,71.9,80,,alpha & delta,~48 weeks,,,
257,Fano,AZD1222 (AstraZeneca),2,final,125+,infection,infection,Italy,≥ 12 years,general pop,3.8,0,9.2,,alpha & delta,~48 weeks,,,
257,Fano,Janssen,1,final,40-44,infection,infection,Italy,≥ 12 years,general pop,39.4,28.3,48.8,,alpha & delta,~48 weeks,,,
257,Fano,Janssen,1,final,150+,infection,infection,Italy,≥ 12 years,general pop,2.5,0,9.1,,alpha & delta,~48 weeks,,,
257,Fano,AZD1222 (AstraZeneca) & any mRNA - heterologous,2,final,40-44,infection,infection,Italy,≥ 12 years,general pop,81.6,75.3,86.3,,alpha & delta,~48 weeks,,,
257,Fano,AZD1222 (AstraZeneca) & any mRNA - heterologous,2,final,125+,infection,infection,Italy,≥ 12 years,general pop,3.1,0,12,,alpha & delta,~48 weeks,,,
258,Paranthaman,Pfizer,2,final,7-34,infection,infection,UK,LTCF residents,LTCF residents,62,46,73,,alpha & delta,~3 weeks,,,
258,Paranthaman,Pfizer,2,final,147+,infection,infection,UK,LTCF residents,LTCF residents,47,32,58,,alpha & delta,~37 weeks,,,
258,Paranthaman,Pfizer,2,final,7-34,death,death,UK,LTCF residents,LTCF residents,86,67,94,,alpha & delta,~3 weeks,,,
258,Paranthaman,Pfizer,2,final,147+,death,death,UK,LTCF residents,LTCF residents,69,51,80,,alpha & delta,~37 weeks,,,
258,Paranthaman,AZD1222 (AstraZeneca),2,final,7-34,infection,infection,UK,LTCF residents,LTCF residents,61,40,74,,alpha & delta,~3 weeks,,,
258,Paranthaman,AZD1222 (AstraZeneca),2,final,147+,infection,infection,UK,LTCF residents,LTCF residents,29,10,43,,alpha & delta,~24.5 weeks,,,
258,Paranthaman,AZD1222 (AstraZeneca),2,final,7-34,death,death,UK,LTCF residents,LTCF residents,83,58,94,,alpha & delta,~3 weeks,,,
258,Paranthaman,AZD1222 (AstraZeneca),2,final,147+,death,death,UK,LTCF residents,LTCF residents,56,33,70,,alpha & delta,~24.5 weeks,,,
258,Paranthaman,Pfizer,2,final,7-34,infection,infection,UK,LTCF residents,LTCF residents,79,15,95,,alpha & delta,~3 weeks,,,
258,Paranthaman,Pfizer,2,final,147+,infection,infection,UK,LTCF residents,LTCF residents,80,43,93,,alpha & delta,~37 weeks,,,
258,Paranthaman,AZD1222 (AstraZeneca),2,final,7-34,infection,infection,UK,LTCF residents,LTCF residents,37,-50,73,,alpha & delta,~3 weeks,,,
258,Paranthaman,AZD1222 (AstraZeneca),2,final,147+,infection,infection,UK,LTCF residents,LTCF residents,65,14,86,,alpha & delta,~24.5 weeks,,,
259,Tsundue,Covishield,2,final,14+,infection,infection,India,residents of congregate living facilities,general pop,98,85,99.8,,delta,13 weeks,,,
259,Tsundue,Covishield,2,final,14+,"shortness of breath/use of supplemental oxygen, hospitalization or death",severe,India,residents of congregate living facilities,general pop,99,90,99.8,,delta,13 weeks,,,
260,Amir,Pfizer,2,final,14-35,infection,infection,Israel,5-10 years,5-10 years,58.3,54.6,61.5,,omicron,~2 weeks,,,
261,Chin,Pfizer,2,final,14+,infection,infection,USA,prison residents ≥ 18 years,prison residents,18.6,7.7,28.1,,omicron,~65 weeks,,,
261,Chin,Pfizer,2,final,14+,infection,infection,USA,prison staff ≥ 18 years,prison staff,40.1,34,45.6,,omicron,~65 weeks,,,
261,Chin,Pfizer,2,final,14+,infection,infection,USA,prison residents ≥ 18 years,prison residents,51.2,41.5,59.2,,omicron,~65 weeks,,,
261,Chin,Pfizer,2,final,14+,infection,infection,USA,prison staff ≥ 18 years,prison staff,55.8,49.6,61.2,,omicron,~65 weeks,,,
261,Chin,Pfizer,2,final,14+,infection,infection,USA,prison residents ≥ 18 years,prison residents,68.7,38.5,84.1,,omicron,~65 weeks,,,
261,Chin,Pfizer,2,final,14+,infection,infection,USA,prison staff ≥ 18 years,prison staff,83.2,77.7,87.4,,omicron,~65 weeks,,,
261,Chin,Pfizer,2,final,14+,infection,infection,USA,prison residents and staff ≥ 18 years,prison residents and staff,14.9,12.3,19.7,,omicron,~65 weeks,,,
261,Chin,Pfizer,2,final,14+,infection,infection,USA,prison residents and staff ≥ 18 years,prison residents and staff,47.8,46.6,52.8,,omicron,~65 weeks,,,
261,Chin,Pfizer,2,final,14+,infection,infection,USA,prison residents and staff ≥ 18 years,prison residents and staff,73.1,69.8,80.1,,omicron,~65 weeks,,,
262,Carlsen,Pfizer,2,final,14+,infection during an infant's first 4 months of life (born to unvaccinated mothers and mothers vaccinated in 2nd or 3rd trimester),infection during an infant's first 4 months of life,Norway,newborns,newborns,30,17,41,,omicron,~45 weeks,,,
262,Carlsen,Pfizer,2,final,14+,infection during an infant's first 4 months of life (born to unvaccinated mothers and mothers vaccinated in 2nd or 3rd trimester),infection during an infant's first 4 months of life,Norway,newborns,newborns,71,56,81,,delta,~45 weeks,,,
263,Grewal,Pfizer,2,final,0+,infection,infection,Canada,LTCF residents,LTCF residents,6,-5,15,omicron,omicron,~66 weeks,,,
263,Grewal,Pfizer,2,final,0+,symptomatic disease,symptomatic,Canada,LTCF residents,LTCF residents,23,1,40,omicron,omicron,~66 weeks,,,
263,Grewal,Pfizer,2,final,0+,hospitalization or death,severe,Canada,LTCF residents,LTCF residents,52,33,65,omicron,omicron,~66 weeks,,,
264,Spicer,Pfizer,2,final,14+,infection,infection,USA,12-17 years,12-17 years,81,79.7,82.3,,delta,~36.5 weeks,,,
264,Spicer,Pfizer,2,final,14+,infection,infection,USA,12-17 years,12-17 years,78.3,66.7,86.5,,delta,~36.5 weeks,,,
265,Richterman,Pfizer,2,final,14+,symptomatic disease,symptomatic,USA,HCW,HCW,41,-17,87,,omicron,~63 weeks,,,
265,Richterman,Moderna,2,final,14+,symptomatic disease,symptomatic,USA,HCW,HCW,5,-69,47,,omicron,~63 weeks,,,
265,Richterman,Pfizer,2,final,14+,symptomatic disease,symptomatic,USA,HCW,HCW,75,52,87,,delta,~63 weeks,,,
265,Richterman,Moderna,2,final,14+,symptomatic disease,symptomatic,USA,HCW,HCW,73,56,84,,delta,~63 weeks,,,
266,Lin,Moderna,2,final,12 days,symptomatic disease,symptomatic,USA,≥ 18 years,general pop,92.6,80.5,97.2,,original & alpha,~0 weeks,,,
266,Lin,Moderna,2,final,172 days,symptomatic disease,symptomatic,USA,≥ 18 years,general pop,89.6,41.7,98.2,,original & alpha,~22.5 weeks,,,
267,Lewis,Janssen,1,final,14+,hospitalization,severe,USA,hospitalized adults,general pop,70,63,75,,alpha & delta,~39.5 weeks,,,
267,Lewis,Janssen,1,final,14-90,hospitalization,severe,USA,hospitalized adults,general pop,73,60,82,,alpha & delta,~39.5 weeks,,,
267,Lewis,Janssen,1,final,180+,hospitalization,severe,USA,hospitalized adults,general pop,70,54,81,,alpha & delta,~39.5 weeks,,,
267,Lewis,Janssen,1,final,14+,hospitalization,severe,USA,hospitalized immunocompromised adults,immunocompromised adults,55,31,72,,alpha & delta,~39.5 weeks,,,
267,Lewis,Janssen,1,final,14+,hospitalization,severe,USA,hospitalized adults,general pop,68,43,83,,alpha,~39.5 weeks,,,
267,Lewis,Janssen,1,final,14+,hospitalization,severe,USA,hospitalized adults,general pop,72,64,78,,delta,~39.5 weeks,,,
268,European Centre for Disease Prevention and Control,Pfizer,2,final,14+,hospitalization,severe,10 EU countries,≥ 65 years,≥ 65 years,91,80,96,,non-VOC & alpha (pre-delta),~22 weeks,,,
269,European Centre for Disease Prevention and Control,Pfizer,2,final,14+,hospitalization,severe,11 EU countries,≥ 30 years,≥ 30 years,94,88,97,,non-VOC & alpha (pre-delta),~45 weeks,,,
269,European Centre for Disease Prevention and Control,Pfizer,2,final,14+,hospitalization,severe,11 EU countries,≥ 30 years,≥ 30 years,82,76,87,,delta,~45 weeks,,,
269,European Centre for Disease Prevention and Control,AZD1222 (AstraZeneca),2,final,14+,hospitalization,severe,11 EU countries,≥ 30 years,≥ 30 years,79,69,86,,delta,~45 weeks,,,
270,Al Kaabi,BBIBP-CorV (Beijing CNBG),2,final,14+,hospitalization,severe,UAE,≥ 18 years,general pop,97.3,95.7,98.3,,non-VOC,~39 weeks,,,
270,Al Kaabi,BBIBP-CorV (Beijing CNBG),2,final,14+,critical care admission,severe,UAE,≥ 18 years,general pop,98.8,95.3,99.7,,non-VOC,~39 weeks,,,
270,Al Kaabi,BBIBP-CorV (Beijing CNBG),2,final,14+,death,death,UAE,≥ 18 years,general pop,100,100,100,,non-VOC,~39 weeks,,,
270,Al Kaabi,BBIBP-CorV (Beijing CNBG),2,final,14+,hospitalization,severe,UAE,≥ 18 years,general pop,73.3,70.6,75.7,,alpha,~39 weeks,,,
270,Al Kaabi,BBIBP-CorV (Beijing CNBG),2,final,14+,critical care admission,severe,UAE,≥ 18 years,general pop,79.1,73.1,83.7,,alpha,~39 weeks,,,
270,Al Kaabi,BBIBP-CorV (Beijing CNBG),2,final,14+,death,death,UAE,≥ 18 years,general pop,81.9,66.9,90.1,,alpha,~39 weeks,,,
270,Al Kaabi,BBIBP-CorV (Beijing CNBG),2,final,14+,hospitalization,severe,UAE,≥ 18 years,general pop,34.6,14.2,50.2,,delta,~39 weeks,,,
270,Al Kaabi,BBIBP-CorV (Beijing CNBG),2,final,14+,critical care admission,severe,UAE,≥ 18 years,general pop,49.6,0,76.4,,delta,~39 weeks,,,
270,Al Kaabi,BBIBP-CorV (Beijing CNBG),2,final,14+,death,death,UAE,≥ 18 years,general pop,62.5,31.4,79.5,,delta,~39 weeks,,,
271,Gray,Pfizer,2,final,14-27,hospitalization,severe,South Africa,HCW,HCW,88,62,96,,omicron,~30 weeks,,,
271,Gray,Pfizer,2,final,148-207,hospitalization,severe,South Africa,HCW,HCW,67,63,71,,omicron,~30 weeks,,,
271,Gray,Pfizer,2,final,14-27,ICU admission,severe,South Africa,HCW,HCW,69,56,79,,omicron,~30 weeks,,,
271,Gray,Pfizer,2,final,148-207,ICU admission,severe,South Africa,HCW,HCW,71,65,76,,omicron,~30 weeks,,,
272,Adams,Pfizer,2,final,14+,hospitalization,severe,USA,≥ 18 years,general pop,36,21,48,"omicron BA.1, BA.2, BA.5","omicron BA.1, BA.2, BA.5",~72 weeks,,,
272,Adams,Moderna,2,final,14+,hospitalization,severe,USA,≥ 18 years,general pop,41,25,54,"omicron BA.1, BA.2, BA.5","omicron BA.1, BA.2, BA.5",~72 weeks,,,
272,Adams,Janssen,2,final,14+,hospitalization,severe,USA,≥ 18 years,general pop,32,9,62,"omicron BA.1, BA.2, BA.5","omicron BA.1, BA.2, BA.5",~72 weeks,,,
273,Magro,Pfizer,2,final,14+,infection,infection,USA,SNF personnel 18+ years,SNF employees,1,55.9,81.8,,non-VOC & alpha,~10 weeks,,,
273,Magro,Pfizer,2,final,14+,infection,infection,USA,SNF personnel 18+ years,SNF employees,32,1,54,,non-VOC & alpha,~10 weeks,,,
274,Moline,Pfizer,2,final,14+,infection,infection,USA,SNF residents,SNF residents,65,25,84,,beta,~12 weeks,,,
275,Carazo,Pfizer,2,final,14+,infection,infection,Canada,HCW,HCW,35,27,42,omicron BA.2,omicron BA.2,~70 weeks,,,
275,Carazo,Pfizer,2,final,14+,symptomatic disease,symptomatic,Canada,HCW,HCW,61,52,69,omicron BA.2,omicron BA.2,~70 weeks,,,
276,Cohen-Stavi,Pfizer,2,final,7-21,infection,infection,Israel,5-11 years,5-11 years,51,39,61,,omicron,1 week,,,
276,Cohen-Stavi,Pfizer,2,final,7-21,symptomatic disease,symptomatic,Israel,5-11 years,5-11 years,48,29,63,,omicron,1 week,,,
277,Ionescu,Pfizer,2,final,14+,infection,infection,Canada (Quebec),12-17 years,12-17 years,41.9,37.7,45.8,,omicron,~26 weeks,,,
277,Ionescu,Pfizer,2,final,14-27,infection,infection,Canada (Quebec),12-17 years,12-17 years,75.6,65.8,82.6,,omicron,2 weeks,,,
277,Ionescu,Pfizer,2,final,168-195,infection,infection,Canada (Quebec),12-17 years,12-17 years,33.9,27.4,39.9,,omicron,~26 weeks,,,
277,Ionescu,Pfizer,2,final,14+,symptomatic disease,symptomatic,Canada (Quebec),12-17 years,12-17 years,55.2,49.5,60.3,,omicron,~26 weeks,,,
277,Ionescu,Pfizer,2,final,14+,infection,infection,Canada (Quebec),12-17 years,12-17 years,82.8,81,94.4,,delta & omicron,~22 weeks,,,
277,Ionescu,Pfizer,2,final,14-27,infection,infection,Canada (Quebec),12-17 years,12-17 years,83.1,68.9,90.8,,delta & omicron,2 weeks,,,
277,Ionescu,Pfizer,2,final,140-167,infection,infection,Canada (Quebec),12-17 years,12-17 years,75.4,72.1,78.4,,delta & omicron,~22 weeks,,,
277,Ionescu,Pfizer,2,final,14+,symptomatic disease,symptomatic,Canada (Quebec),12-17 years,12-17 years,87.9,86.1,89.5,,delta & omicron,~22 weeks,,,
277,Ionescu,Pfizer,2,final,14+,infection,infection,Canada (Quebec),12-17 years,12-17 years,95.5,95,96,,delta,~18 weeks,,,
277,Ionescu,Pfizer,2,final,14-27,infection,infection,Canada (Quebec),12-17 years,12-17 years,97.7,96.2,98.6,,delta,2 weeks,,,
277,Ionescu,Pfizer,2,final,112-139,infection,infection,Canada (Quebec),12-17 years,12-17 years,92.4,90.4,94,,delta,~18 weeks,,,
277,Ionescu,Pfizer,2,final,14+,symptomatic disease,symptomatic,Canada (Quebec),12-17 years,12-17 years,97.3,96.8,97.7,,delta,~18 weeks,,,
277,Ionescu,Pfizer,2,final,14+,infection,infection,Canada (British Colombia),12-17 years,12-17 years,33.9,25.7,41.1,,omicron,~26 weeks,,,
277,Ionescu,Pfizer,2,final,14-27,infection,infection,Canada (British Colombia),12-17 years,12-17 years,63.4,21.4,83,,omicron,2 weeks,,,
277,Ionescu,Pfizer,2,final,168-195,infection,infection,Canada (British Colombia),12-17 years,12-17 years,22.2,8.4,33.9,,omicron,~26 weeks,,,
277,Ionescu,Pfizer,2,final,14+,infection,infection,Canada (British Colombia),12-17 years,12-17 years,88,85.1,90.3,,delta & omicron,~22 weeks,,,
277,Ionescu,Pfizer,2,final,28-55,infection,infection,Canada (British Colombia),12-17 years,12-17 years,94.8,83.7,98.4,,delta & omicron,2 weeks,,,
